         OtsuT  KittlerT    LloydT     SungT   RidlerT    HuangT   RameshT      Li1T      Li2T    BrinkT    KapurT    SahooT  ShanbhagT      YenT     TsaiT
3318  0.641176  0.013725  0.276323  0.641176  0.643009  0.637255  0.445098  0.641000  0.641176  0.488235  0.488235  0.682976   0.633333  0.743137  0.582353
3319  0.617647  0.009804  0.259693  0.625490  0.622335  0.605882  0.425490  0.618199  0.617647  0.464706  0.464706  0.664880   0.609804  0.727451  0.566667
3320  0.598039  0.005882  0.243697  0.605882  0.602408  0.598039  0.409804  0.598062  0.594118  0.449020  0.437255  0.643125   0.586275  0.707843  0.550980
3321  0.578431  0.005882  0.227604  0.578431  0.579652  0.570588  0.398039  0.576977  0.578431  0.437255  0.413725  0.625563   0.566667  0.692157  0.543137
3322  0.558824  0.005882  0.211997  0.562745  0.561643  0.535294  0.378431  0.556724  0.558824  0.413725  0.433333  0.498538   0.543137  0.672549  0.531373
3323  0.539216  0.096078  0.196691  0.543137  0.542143  0.527451  0.350980  0.536940  0.535294  0.409804  0.413725  0.479236   0.523529  0.656863  0.519608
3324  0.519608  0.084314  0.182573  0.519608  0.521539  0.496078  0.335294  0.518159  0.519608  0.382353  0.390196  0.459110   0.503922  0.641176  0.511765
3325  0.500000  0.072549  0.167264  0.500000  0.505604  0.492157  0.319608  0.499866  0.500000  0.378431  0.370588  0.440739   0.484314  0.625490  0.503922
3326  0.688235  0.025490  0.310622  0.696078  0.692629  0.696078  0.488235  0.689451  0.688235  0.547059  0.550980  0.727470   0.684314  0.782353  0.621569
3327  0.488235  0.064706  0.152874  0.488235  0.488427  0.472549  0.300000  0.484662  0.484314  0.362745  0.358824  0.425877   0.468627  0.609804  0.492157
3328  0.770588  0.672549  0.394263  0.774510  0.776350  0.782353  0.590196  0.779093  0.770588  0.641176  0.676471  0.676471   0.778431  0.676471  0.707843
3329  0.735294  0.621569  0.365767  0.739216  0.739984  0.739216  0.535294  0.739563  0.735294  0.590196  0.629412  0.629412   0.739216  0.629412  0.676471
3330  0.700000  0.574510  0.340536  0.703922  0.704147  0.715686  0.484314  0.701679  0.696078  0.554902  0.586275  0.586275   0.703922  0.586275  0.641176
3331  0.668627  0.527451  0.317165  0.672549  0.669985  0.680392  0.437255  0.669331  0.664706  0.527451  0.547059  0.546971   0.668627  0.539216  0.613725
3332  0.633333  0.488235  0.295867  0.637255  0.637597  0.645098  0.398039  0.634568  0.633333  0.492157  0.492157  0.492157   0.633333  0.492157  0.590196
3333  0.574510  0.417647  0.380323  0.578431  0.579922  0.586275  0.335294  0.576414  0.574510  0.441176  0.425490  0.440963   0.574510  0.425490  0.535294
3334  0.547059  0.382353  0.352794  0.554902  0.552187  0.547059  0.311765  0.551065  0.547059  0.417647  0.401961  0.409607   0.547059  0.394118  0.515686
3335  0.523529  0.350980  0.329277  0.523529  0.523292  0.519608  0.296078  0.522007  0.519608  0.398039  0.374510  0.389854   0.519608  0.366667  0.492157
3336  0.496078  0.319608  0.300669  0.503922  0.500767  0.503922  0.288235  0.496748  0.492157  0.382353  0.347059  0.362403   0.496078  0.339216  0.468627
3337  0.468627  0.296078  0.278068  0.476471  0.474334  0.480392  0.268627  0.472828  0.468627  0.370588  0.335294  0.335080   0.472549  0.319608  0.449020
3338  0.449020  0.272549  0.254837  0.456863  0.454274  0.449020  0.633333  0.449934  0.445098  0.358824  0.311765  0.311645   0.449020  0.303922  0.425490
3339  0.429412  0.249020  0.233734  0.429412  0.429849  0.437255  0.613725  0.428124  0.429412  0.358824  0.292157  0.292037   0.425490  0.284314  0.409804
3340  0.409804  0.225490  0.215609  0.413725  0.412140  0.421569  0.598039  0.410367  0.405882  0.358824  0.272549  0.280113   0.405882  0.264706  0.390196
3341  0.390196  0.201961  0.191762  0.398039  0.395477  0.394118  0.578431  0.390808  0.386275  0.358824  0.252941  0.260626   0.386275  0.252941  0.370588
3342  0.601961  0.449020  0.403656  0.609804  0.606791  0.613725  0.366667  0.605889  0.601961  0.468627  0.460784  0.476258   0.605882  0.460784  0.562745
3343  0.374510  0.190196  0.174511  0.374510  0.373935  0.374510  0.562745  0.371995  0.370588  0.362745  0.217647  0.244683   0.366667  0.217647  0.358824
3344  0.437255  0.064706  0.355683  0.001961  0.822449  0.884314  0.707843  0.817667  0.362745  0.688235  0.837255  0.837744   0.860784  0.860784  0.727451
3345  0.425490  0.037255  0.335029  0.001961  0.807820  0.864706  0.660784  0.798640  0.354902  0.645098  0.805882  0.805386   0.837255  0.829412  0.700000
3346  0.413725  0.021569  0.315015  0.798039  0.791205  0.845098  0.617647  0.779417  0.347059  0.613725  0.786275  0.783910   0.813725  0.813725  0.676471
3347  0.766667  0.013725  0.292855  0.782353  0.772295  0.813725  0.578431  0.759500  0.339216  0.578431  0.766667  0.758523   0.790196  0.790196  0.656863
3348  0.750980  0.009804  0.271706  0.766667  0.752717  0.794118  0.543137  0.740933  0.743137  0.547059  0.754902  0.745252   0.766667  0.770588  0.637255
3349  0.719608  0.005882  0.226640  0.735294  0.721267  0.762745  0.484314  0.704899  0.707843  0.496078  0.707843  0.698531   0.731373  0.723529  0.613725
3350  0.700000  0.005882  0.202360  0.711765  0.704954  0.739216  0.456863  0.684751  0.688235  0.472549  0.688235  0.676826   0.707843  0.703922  0.605882
3351  0.684314  0.005882  0.179351  0.703922  0.689595  0.723529  0.437255  0.667944  0.668627  0.452941  0.664706  0.655426   0.688235  0.684314  0.598039
3352  0.672549  0.005882  0.155603  0.692157  0.672280  0.711765  0.413725  0.651899  0.652941  0.433333  0.645098  0.635710   0.668627  0.664706  0.590196
3353  0.649020  0.005882  0.131976  0.664706  0.658463  0.684314  0.398039  0.633980  0.641176  0.413725  0.629412  0.616225   0.649020  0.645098  0.582353
3354  0.641176  0.005882  0.108432  0.656863  0.642486  0.684314  0.382353  0.622384  0.625490  0.413725  0.609804  0.596989   0.637255  0.625490  0.574510
3355  0.629412  0.005882  0.084853  0.645098  0.629955  0.656863  0.378431  0.602740  0.613725  0.386275  0.594118  0.579134   0.613725  0.609804  0.566667
3356  0.617647  0.005882  0.062333  0.629412  0.618275  0.637255  0.370588  0.589733  0.598039  0.370588  0.574510  0.563240   0.601961  0.590196  0.566667
3357  0.601961  0.005882  0.601108  0.613725  0.606025  0.621569  0.378431  0.577257  0.586275  0.378431  0.554902  0.546986   0.586275  0.574510  0.558824
3358  0.731373  0.005882  0.248396  0.750980  0.736367  0.774510  0.511765  0.721230  0.723529  0.519608  0.731373  0.721624   0.750980  0.747059  0.625490
3359  0.586275  0.005882  0.592288  0.598039  0.592288  0.621569  0.449020  0.562244  0.574510  0.354902  0.539216  0.531201   0.570588  0.558824  0.554902
3360  0.700000  0.994118  0.630977  0.998039  0.705861  0.688235  0.672549  0.642187  0.660784  0.860784  0.998039  0.894088   0.350980  0.998039  0.672549
3361  0.680392  0.990196  0.599550  0.998039  0.688037  0.641176  0.637255  0.603856  0.629412  0.833333  0.998039  0.888103   0.284314  0.998039  0.637255
3362  0.664706  0.990196  0.571103  0.998039  0.664701  0.629412  0.664706  0.568211  0.617647  0.809804  0.998039  0.855485   0.225490  0.998039  0.598039
3363  0.645098  0.990196  0.565969  0.998039  0.646729  0.601961  0.660784  0.567052  0.598039  0.884314  0.998039  0.837666   0.186275  0.998039  0.562745
3364  0.629412  0.986275  0.546725  0.994118  0.632246  0.605882  0.652941  0.541922  0.582353  0.872549  0.994118  0.986723   0.150980  0.994118  0.554902
3365  0.601961  0.982353  0.528973  0.994118  0.610515  0.543137  0.625490  0.517125  0.554902  0.864706  0.994118  0.985344   0.100000  0.994118  0.503922
3366  0.598039  0.982353  0.517144  0.994118  0.603517  0.519608  0.601961  0.500489  0.547059  0.860784  0.994118  0.984718   0.080392  0.994118  0.472549
3367  0.594118  0.982353  0.507075  0.994118  0.594293  0.511765  0.601961  0.486137  0.535294  0.856863  0.994118  0.984091   0.064706  0.994118  0.449020
3368  0.586275  0.978431  0.501375  0.994118  0.587472  0.523529  0.696078  0.474871  0.527451  0.849020  0.994118  0.988753   0.052941  0.994118  0.480392
3369  0.570588  0.978431  0.489786  0.994118  0.580188  0.519608  0.676471  0.464432  0.519608  0.845098  0.994118  0.982838   0.041176  0.994118  0.503922
3370  0.574510  0.974510  0.488818  0.990196  0.574836  0.500000  0.660784  0.454857  0.515686  0.856863  0.990196  0.978304   0.033333  0.990196  0.484314
3371  0.570588  0.974510  0.482199  0.990196  0.571973  0.476471  0.641176  0.445445  0.507843  0.849020  0.990196  0.977914   0.025490  0.990196  0.480392
3372  0.566667  0.974510  0.478029  0.990196  0.567733  0.488235  0.625490  0.437300  0.503922  0.841176  0.990196  0.977190   0.021569  0.990196  0.500000
3373  0.558824  0.970588  0.473522  0.986275  0.576733  0.464706  0.609804  0.435466  0.500000  0.833333  0.986275  0.979378   0.017647  0.986275  0.519608
3374  0.617647  0.986275  0.540539  0.994118  0.618781  0.590196  0.625490  0.536529  0.570588  0.860784  0.994118  0.986086   0.123529  0.994118  0.535294
3375  0.570588  0.966667  0.469352  0.986275  0.572982  0.503922  0.598039  0.432474  0.488235  0.829412  0.986275  0.979122   0.013725  0.986275  0.550980
3376  0.637255  0.715686  0.562653  0.703922  0.640782  0.668627  0.488235  0.619223  0.625490  0.582353  0.633333  0.691426   0.237255  0.696078  0.649020
3377  0.590196  0.668627  0.508886  0.656863  0.593884  0.750980  0.468627  0.568220  0.578431  0.550980  0.649020  0.643596   0.303922  0.649020  0.609804
3378  0.550980  0.625490  0.465505  0.613725  0.551769  0.711765  0.445098  0.525054  0.535294  0.519608  0.613725  0.608015   0.272549  0.613725  0.578431
3379  0.511765  0.582353  0.422626  0.574510  0.517241  0.688235  0.421569  0.485063  0.500000  0.507843  0.578431  0.573133   0.245098  0.578431  0.550980
3380  0.480392  0.547059  0.387230  0.539216  0.481112  0.652941  0.405882  0.450198  0.464706  0.484314  0.543137  0.539646   0.598039  0.543137  0.527451
3381  0.421569  0.476471  0.329223  0.476471  0.422494  0.586275  0.378431  0.390699  0.405882  0.452941  0.484314  0.482310   0.194118  0.484314  0.484314
3382  0.394118  0.445098  0.301885  0.445098  0.395904  0.570588  0.366667  0.363813  0.378431  0.433333  0.449020  0.449020   0.182353  0.449020  0.460784
3383  0.370588  0.413725  0.279935  0.417647  0.371879  0.539216  0.354902  0.340718  0.354902  0.413725  0.421569  0.420833   0.174510  0.421569  0.441176
3384  0.347059  0.386275  0.258595  0.394118  0.350904  0.515686  0.343137  0.317271  0.335294  0.401961  0.394118  0.393866   0.170588  0.394118  0.417647
3385  0.327451  0.358824  0.240687  0.370588  0.331125  0.492157  0.668627  0.298168  0.315686  0.386275  0.370588  0.370335   0.166667  0.370588  0.398039
3386  0.311765  0.335294  0.223127  0.347059  0.313167  0.472549  0.649020  0.281043  0.296078  0.378431  0.354902  0.354365   0.162745  0.347059  0.378431
3387  0.292157  0.315686  0.207293  0.327451  0.293432  0.449020  0.629412  0.262681  0.280392  0.370588  0.331373  0.330854   0.158824  0.331373  0.358824
3388  0.276471  0.292157  0.195162  0.311765  0.277335  0.429412  0.613725  0.246960  0.264706  0.366667  0.315686  0.315409   0.154902  0.311765  0.339216
3389  0.260784  0.272549  0.179691  0.292157  0.262076  0.390196  0.598039  0.233638  0.249020  0.362745  0.296078  0.295801   0.154902  0.292157  0.323529
3390  0.449020  0.507843  0.355885  0.503922  0.450336  0.625490  0.390196  0.418829  0.433333  0.468627  0.507843  0.505699   0.209804  0.507843  0.503922
3391  0.245098  0.252941  0.167326  0.276471  0.248764  0.382353  0.582353  0.218831  0.237255  0.362745  0.280392  0.279844   0.154902  0.272549  0.307843
3392  0.684314  0.884314  0.540180  0.813725  0.685468  0.703922  0.609804  0.645871  0.660784  0.664706  0.860784  0.849610   0.362745  0.876471  0.680392
3393  0.652941  0.864706  0.491098  0.786275  0.657337  0.668627  0.609804  0.600098  0.621569  0.645098  0.837255  0.823212   0.303922  0.852941  0.645098
3394  0.629412  0.841176  0.449399  0.758824  0.632964  0.637255  0.586275  0.562826  0.586275  0.605882  0.813725  0.809237   0.260784  0.837255  0.613725
3395  0.609804  0.821569  0.414726  0.735294  0.611250  0.605882  0.590196  0.528374  0.562745  0.660784  0.809804  0.791792   0.229412  0.809804  0.582353
3396  0.586275  0.801961  0.386004  0.711765  0.587100  0.660784  0.586275  0.500496  0.547059  0.656863  0.774510  0.785928   0.201961  0.805882  0.558824
3397  0.550980  0.758824  0.340319  0.668627  0.552458  0.578431  0.558824  0.461830  0.507843  0.629412  0.750980  0.746549   0.182353  0.766667  0.527451
3398  0.535294  0.743137  0.323724  0.649020  0.536436  0.543137  0.547059  0.445450  0.492157  0.621569  0.731373  0.736133   0.174510  0.754902  0.523529
3399  0.519608  0.715686  0.308068  0.633333  0.521168  0.503922  0.539216  0.431198  0.476471  0.605882  0.723529  0.727354   0.166667  0.747059  0.519608
3400  0.507843  0.700000  0.293860  0.609804  0.508232  0.550980  0.531373  0.415134  0.460784  0.598039  0.703922  0.716324   0.162745  0.735294  0.523529
3401  0.488235  0.684314  0.280374  0.598039  0.496654  0.496078  0.511765  0.400308  0.449020  0.590196  0.692157  0.705927   0.162745  0.723529  0.527451
3402  0.484314  0.656863  0.269866  0.578431  0.485212  0.449020  0.503922  0.387781  0.437255  0.582353  0.680392  0.694660   0.174510  0.711765  0.531373
3403  0.472549  0.645098  0.260559  0.566667  0.473183  0.488235  0.492157  0.375390  0.425490  0.574510  0.664706  0.680064   0.190196  0.696078  0.535294
3404  0.464706  0.625490  0.252226  0.550980  0.465034  0.429412  0.488235  0.365478  0.413725  0.562745  0.652941  0.672530   0.205882  0.688235  0.539216
3405  0.452941  0.601961  0.245204  0.535294  0.454506  0.366667  0.484314  0.353798  0.405882  0.554902  0.649020  0.660053   0.221569  0.676471  0.543137
3406  0.566667  0.778431  0.362806  0.692157  0.568298  0.621569  0.574510  0.474028  0.527451  0.641176  0.766667  0.763070   0.186275  0.782353  0.539216
3407  0.445098  0.586275  0.243031  0.523529  0.446250  0.394118  0.476471  0.344830  0.394118  0.550980  0.641176  0.655755   0.237255  0.672549  0.547059
3408  0.778431  0.856863  0.661592  0.829412  0.782800  0.825490  0.449020  0.772645  0.774510  0.550980  0.758824  0.811861   0.617647  0.829412  0.766667
3409  0.747059  0.829412  0.610964  0.798039  0.748028  0.794118  0.425490  0.736480  0.739216  0.511765  0.723529  0.788198   0.566667  0.809804  0.731373
3410  0.715686  0.805882  0.564554  0.770588  0.716874  0.758824  0.421569  0.701830  0.703922  0.511765  0.692157  0.758734   0.523529  0.782353  0.696078
3411  0.684314  0.782353  0.524176  0.743137  0.688555  0.758824  0.503922  0.670462  0.676471  0.523529  0.680392  0.737055   0.488235  0.762745  0.668627
3412  0.660784  0.758824  0.485766  0.719608  0.661918  0.707843  0.488235  0.641819  0.649020  0.511765  0.652941  0.711358   0.449020  0.739216  0.641176
3413  0.609804  0.715686  0.419048  0.672549  0.613439  0.692157  0.480392  0.586744  0.594118  0.484314  0.601961  0.665398   0.390196  0.692157  0.594118
3414  0.590196  0.692157  0.390874  0.649020  0.591047  0.641176  0.464706  0.563012  0.574510  0.468627  0.613725  0.650913   0.370588  0.680392  0.570588
3415  0.570588  0.672549  0.363191  0.629412  0.570959  0.617647  0.460784  0.540535  0.550980  0.460784  0.594118  0.630664   0.358824  0.656863  0.550980
3416  0.550980  0.652941  0.339411  0.609804  0.551462  0.598039  0.460784  0.519771  0.531373  0.452941  0.590196  0.611971   0.327451  0.637255  0.531373
3417  0.531373  0.629412  0.316713  0.590196  0.532342  0.574510  0.464706  0.497930  0.511765  0.445098  0.582353  0.592641   0.331373  0.617647  0.515686
3418  0.515686  0.609804  0.296798  0.570588  0.515734  0.547059  0.460784  0.478427  0.496078  0.441176  0.562745  0.582738   0.300000  0.609804  0.500000
3419  0.496078  0.594118  0.277003  0.554902  0.501945  0.558824  0.456863  0.461798  0.476471  0.433333  0.547059  0.565096   0.292157  0.590196  0.484314
3420  0.484314  0.574510  0.258201  0.539216  0.484060  0.523529  0.456863  0.445794  0.460784  0.433333  0.539216  0.555014   0.276471  0.578431  0.472549
3421  0.468627  0.558824  0.242540  0.523529  0.469298  0.527451  0.452941  0.429758  0.449020  0.421569  0.527451  0.541393   0.264706  0.566667  0.456863
3422  0.633333  0.735294  0.450493  0.696078  0.637235  0.700000  0.488235  0.614186  0.621569  0.496078  0.633333  0.689043   0.417647  0.715686  0.613725
3423  0.452941  0.539216  0.229816  0.503922  0.454760  0.488235  0.449020  0.414355  0.433333  0.429412  0.515686  0.521436   0.260784  0.543137  0.445098
3424  0.743137  0.892157  0.661512  0.845098  0.742984  0.801961  0.543137  0.720960  0.727451  0.700000  0.809804  0.808241   0.292157  0.813725  0.727451
3425  0.707843  0.876471  0.619243  0.821569  0.709455  0.809804  0.570588  0.681809  0.692157  0.692157  0.786275  0.785167   0.272549  0.790196  0.700000
3426  0.680392  0.856863  0.583235  0.801961  0.681160  0.801961  0.574510  0.646765  0.660784  0.684314  0.754902  0.750824   0.241176  0.754902  0.680392
3427  0.652941  0.837255  0.551374  0.782353  0.656305  0.672549  0.570588  0.615578  0.629412  0.676471  0.747059  0.742234   0.221569  0.747059  0.660784
3428  0.633333  0.821569  0.521561  0.762745  0.633561  0.758824  0.578431  0.587410  0.605882  0.668627  0.723529  0.719842   0.205882  0.723529  0.645098
3429  0.594118  0.790196  0.473928  0.731373  0.594671  0.684314  0.562745  0.537600  0.562745  0.645098  0.696078  0.692153   0.174510  0.696078  0.621569
3430  0.578431  0.774510  0.453940  0.715686  0.578289  0.641176  0.558824  0.517220  0.543137  0.637255  0.672549  0.669662   0.166667  0.672549  0.609804
3431  0.562745  0.762745  0.437220  0.700000  0.564209  0.684314  0.550980  0.497792  0.527451  0.625490  0.660784  0.657289   0.158824  0.660784  0.601961
3432  0.547059  0.747059  0.419017  0.688235  0.548846  0.625490  0.547059  0.481063  0.511765  0.617647  0.641176  0.638469   0.154902  0.641176  0.594118
3433  0.535294  0.735294  0.403636  0.676471  0.536496  0.649020  0.539216  0.465043  0.500000  0.609804  0.633333  0.644898   0.150980  0.649020  0.586275
3434  0.523529  0.719608  0.391027  0.660784  0.524798  0.590196  0.535294  0.449821  0.484314  0.598039  0.625490  0.622607   0.150980  0.625490  0.578431
3435  0.511765  0.707843  0.378506  0.649020  0.516376  0.598039  0.531373  0.435833  0.472549  0.590196  0.625490  0.621861   0.147059  0.625490  0.570588
3436  0.503922  0.696078  0.366882  0.637255  0.504824  0.523529  0.527451  0.423726  0.464706  0.586275  0.605882  0.617446   0.147059  0.621569  0.562745
3437  0.496078  0.684314  0.356456  0.629412  0.497455  0.531373  0.519608  0.412076  0.452941  0.578431  0.605882  0.601811   0.147059  0.605882  0.554902
3438  0.613725  0.805882  0.497720  0.747059  0.613508  0.719608  0.570588  0.561188  0.582353  0.660784  0.703922  0.700417   0.190196  0.703922  0.633333
3439  0.484314  0.668627  0.344222  0.617647  0.489373  0.531373  0.519608  0.402150  0.445098  0.570588  0.598039  0.605772   0.150980  0.609804  0.550980
3440  0.900000  0.837255  0.903119  0.903922  0.903119  0.907843  0.656863  0.902996  0.900000  0.825490  0.837255  0.837250   0.762745  0.825490  0.896078
3441  0.880392  0.809804  0.786958  0.884314  0.884726  0.880392  0.605882  0.886283  0.880392  0.805882  0.805882  0.813715   0.743137  0.794118  0.876471
3442  0.864706  0.782353  0.866969  0.864706  0.866969  0.868627  0.554902  0.866778  0.864706  0.786275  0.786275  0.786265   0.703922  0.766667  0.856863
3443  0.845098  0.754902  0.727840  0.845098  0.846969  0.845098  0.511765  0.851180  0.845098  0.762745  0.762745  0.762730   0.692157  0.739216  0.837255
3444  0.829412  0.727451  0.832378  0.833333  0.832378  0.841176  0.472549  0.832113  0.829412  0.735294  0.723529  0.735281   0.735294  0.711765  0.821569
3445  0.790196  0.676471  0.649750  0.794118  0.799100  0.794118  0.398039  0.798759  0.790196  0.692157  0.688235  0.688215   0.625490  0.656863  0.790196
3446  0.774510  0.652941  0.625774  0.774510  0.779973  0.782353  0.401961  0.782731  0.774510  0.672549  0.664706  0.664686   0.598039  0.633333  0.770588
3447  0.762745  0.629412  0.602070  0.762745  0.764079  0.762745  0.464706  0.767012  0.762745  0.652941  0.641176  0.641156   0.574510  0.609804  0.754902
3448  0.747059  0.605882  0.579301  0.747059  0.748394  0.747059  0.437255  0.751469  0.747059  0.637255  0.621569  0.621546   0.550980  0.586275  0.739216
3449  0.727451  0.578431  0.559456  0.727451  0.733184  0.739216  0.413725  0.736369  0.727451  0.617647  0.598039  0.598022   0.527451  0.566667  0.723529
3450  0.711765  0.562745  0.536544  0.711765  0.721921  0.711765  0.390196  0.721354  0.711765  0.598039  0.578431  0.578412   0.503922  0.543137  0.707843
3451  0.696078  0.539216  0.707279  0.707843  0.707279  0.707843  0.409804  0.706660  0.696078  0.578431  0.558824  0.558804   0.484314  0.523529  0.692157
3452  0.688235  0.519608  0.497606  0.688235  0.689272  0.684314  0.425490  0.692769  0.688235  0.566667  0.543137  0.543112   0.464706  0.503922  0.680392
3453  0.668627  0.500000  0.679548  0.668627  0.679548  0.676471  0.405882  0.678835  0.668627  0.543137  0.523529  0.523504   0.445098  0.484314  0.672549
3454  0.809804  0.700000  0.673697  0.813725  0.815574  0.817647  0.433333  0.815271  0.809804  0.715686  0.711765  0.711747   0.652941  0.684314  0.805882
3455  0.660784  0.476471  0.462382  0.660784  0.661519  0.660784  0.398039  0.665222  0.660784  0.531373  0.503922  0.503902   0.425490  0.468627  0.656863
3456  0.852941  0.907843  0.910368  0.872549  0.853503  0.852941  0.421569  0.851011  0.852941  0.598039  0.692157  0.691855   0.696078  0.692157  0.790196
3457  0.829412  0.892157  0.895116  0.849020  0.828678  0.892157  0.417647  0.824930  0.825490  0.562745  0.649020  0.648549   0.750980  0.649020  0.758824
3458  0.805882  0.868627  0.879051  0.825490  0.804615  0.837255  0.413725  0.799934  0.801961  0.535294  0.594118  0.594118   0.719608  0.594118  0.727451
3459  0.782353  0.852941  0.863280  0.805882  0.782180  0.856863  0.398039  0.776034  0.778431  0.507843  0.554902  0.554902   0.688235  0.554902  0.696078
3460  0.758824  0.829412  0.847510  0.786275  0.760456  0.821569  0.390196  0.753000  0.754902  0.492157  0.531373  0.531191   0.656863  0.527451  0.668627
3461  0.719608  0.790196  0.816793  0.743137  0.719583  0.798039  0.366667  0.709055  0.711765  0.449020  0.456863  0.460429   0.598039  0.452941  0.617647
3462  0.700000  0.770588  0.800790  0.723529  0.698212  0.778431  0.358824  0.688651  0.692157  0.429412  0.433333  0.432814   0.578431  0.421569  0.594118
3463  0.684314  0.750980  0.788663  0.703922  0.682856  0.719608  0.362745  0.669170  0.672549  0.409804  0.401961  0.409070   0.558824  0.394118  0.570588
3464  0.664706  0.731373  0.774050  0.688235  0.665300  0.735294  0.350980  0.650137  0.656863  0.394118  0.378431  0.382158   0.547059  0.378431  0.550980
3465  0.649020  0.715686  0.762097  0.668627  0.648919  0.731373  0.645098  0.631910  0.637255  0.378431  0.362745  0.366450   0.507843  0.362745  0.531373
3466  0.633333  0.696078  0.745326  0.652941  0.632346  0.703922  0.629412  0.613665  0.621569  0.362745  0.343137  0.342926   0.511765  0.339216  0.507843
3467  0.617647  0.676471  0.733357  0.633333  0.617421  0.700000  0.613725  0.597145  0.605882  0.354902  0.315686  0.319011   0.480392  0.307843  0.492157
3468  0.601961  0.656863  0.723539  0.617647  0.600661  0.676471  0.598039  0.580925  0.590196  0.350980  0.296078  0.303090   0.476471  0.288235  0.472549
3469  0.590196  0.641176  0.711347  0.601961  0.588558  0.668627  0.586275  0.565160  0.574510  0.347059  0.276471  0.287157   0.441176  0.268627  0.456863
3470  0.739216  0.809804  0.831769  0.762745  0.739488  0.790196  0.374510  0.730447  0.735294  0.468627  0.492157  0.495721   0.629412  0.488235  0.641176
3471  0.574510  0.621569  0.700125  0.586275  0.573390  0.676471  0.574510  0.550033  0.558824  0.347059  0.256863  0.410043   0.452941  0.256863  0.441176
3472  0.837255  0.774510  0.762718  0.841176  0.846697  0.845098  0.613725  0.843254  0.837255  0.700000  0.766667  0.774374   0.845098  0.766667  0.829412
3473  0.805882  0.743137  0.721431  0.809804  0.811424  0.821569  0.554902  0.815083  0.805882  0.660784  0.735294  0.735127   0.813725  0.723529  0.798039
3474  0.782353  0.703922  0.684186  0.782353  0.783741  0.794118  0.527451  0.787839  0.778431  0.613725  0.696078  0.696078   0.790196  0.696078  0.770588
3475  0.754902  0.668627  0.646470  0.758824  0.759546  0.766667  0.500000  0.759188  0.754902  0.590196  0.660784  0.660727   0.758824  0.656863  0.743137
3476  0.731373  0.629412  0.613561  0.735294  0.736616  0.743137  0.460784  0.736201  0.731373  0.594118  0.625490  0.629291   0.739216  0.621569  0.719608
3477  0.676471  0.570588  0.548203  0.684314  0.685536  0.680392  0.386275  0.684946  0.676471  0.539216  0.558824  0.566489   0.688235  0.554902  0.672549
3478  0.656863  0.535294  0.516973  0.660784  0.662599  0.668627  0.354902  0.665060  0.652941  0.519608  0.531373  0.539038   0.664706  0.527451  0.649020
3479  0.637255  0.507843  0.488808  0.645098  0.643664  0.645098  0.323529  0.642919  0.633333  0.496078  0.503922  0.511587   0.641176  0.500000  0.625490
3480  0.609804  0.480392  0.462446  0.609804  0.615622  0.625490  0.303922  0.618129  0.609804  0.484314  0.476471  0.487995   0.621569  0.472549  0.605882
3481  0.598039  0.452941  0.435215  0.598039  0.598238  0.605882  0.276471  0.597279  0.594118  0.464706  0.452941  0.460618   0.598039  0.449020  0.586275
3482  0.578431  0.429412  0.411348  0.578431  0.578461  0.578431  0.252941  0.577415  0.570588  0.441176  0.429412  0.437088   0.578431  0.425490  0.566667
3483  0.558824  0.405882  0.390059  0.558824  0.559064  0.566667  0.343137  0.557929  0.554902  0.433333  0.405882  0.417407   0.558824  0.401961  0.547059
3484  0.535294  0.378431  0.367012  0.535294  0.536953  0.562745  0.335294  0.547186  0.535294  0.417647  0.386275  0.393951   0.543137  0.382353  0.527451
3485  0.511765  0.354902  0.346220  0.527451  0.526432  0.535294  0.331373  0.525188  0.511765  0.401961  0.366667  0.374343   0.523529  0.362745  0.515686
3486  0.703922  0.598039  0.579256  0.707843  0.709331  0.723529  0.421569  0.708816  0.703922  0.562745  0.590196  0.597861   0.711765  0.586275  0.696078
3487  0.503922  0.335294  0.324408  0.503922  0.505279  0.515686  0.327451  0.511908  0.503922  0.382353  0.350980  0.358591   0.503922  0.343137  0.496078
3488  0.817647  0.935294  0.781497  0.935294  0.820509  0.962745  0.492157  0.809156  0.813725  0.813725  0.864706  0.875930   0.794118  0.876471  0.888235
3489  0.790196  0.919608  0.746817  0.923529  0.794613  0.954902  0.515686  0.778474  0.782353  0.794118  0.845098  0.852191   0.735294  0.852941  0.868627
3490  0.766667  0.911765  0.713446  0.911765  0.767657  0.943137  0.511765  0.748483  0.754902  0.770588  0.825490  0.825121   0.656863  0.825490  0.852941
3491  0.743137  0.900000  0.683242  0.903922  0.746399  0.947059  0.692157  0.720785  0.727451  0.762745  0.809804  0.809175   0.692157  0.809804  0.837255
3492  0.723529  0.888235  0.654856  0.892157  0.725087  0.939216  0.664706  0.693813  0.703922  0.743137  0.774510  0.774389   0.476471  0.774510  0.821569
3493  0.688235  0.860784  0.603689  0.880392  0.689432  0.911765  0.633333  0.646021  0.656863  0.707843  0.743137  0.750086   0.676471  0.750980  0.798039
3494  0.672549  0.860784  0.581185  0.868627  0.677928  0.907843  0.621569  0.623524  0.641176  0.692157  0.723529  0.730464   0.652941  0.731373  0.786275
3495  0.664706  0.845098  0.559909  0.864706  0.670347  0.896078  0.621569  0.603991  0.625490  0.680392  0.703922  0.710856   0.629412  0.711765  0.770588
